customer_id,full_name,email,city,state,loyalty_tier,signup_date,extracted_at
510,Charles Carpenter,shermandonna@example.com,Petershire,NV,Bronze,2026-04-05,2026-09-21T01:48:16
511,Michael Stewart,samantha65@example.org,New Valeriefurt,PR,Bronze,2026-04-10,2026-09-21T01:48:16
512,Edward Wood,smithann@example.com,Port Juliantown,IA,Bronze,2026-04-01,2026-09-21T01:48:16
513,Kevin Garrett,bsullivan@example.net,Lake Glenn,DC,Bronze,2026-01-06,2026-09-21T01:48:16
514,James Middleton,qmoore@example.org,North Charles,AK,Gold,2025-08-02,2026-09-21T01:48:16
515,Stephen Barrett,christophermay@example.com,Englishchester,RI,Bronze,2026-07-08,2026-09-21T01:48:16
516,Jordan Arnold,ocruz@example.org,Jacobsshire,NM,Silver,2025-11-02,2026-09-21T01:48:16
517,Cynthia Shaw,khouse@example.com,North Ashleystad,DE,Bronze,2025-04-20,2026-09-21T01:48:16
518,Tonya Miller,steven18@example.net,East Thomasland,TX,Silver,2026-03-06,2026-09-21T01:48:29
519,Rebecca Edwards,bergeramanda@example.org,Gibsonfort,OK,Silver,2025-08-05,2026-09-21T01:48:16
520,Jennifer Yu,keith09@example.net,Jessicashire,KS,Bronze,2025-10-26,2026-09-21T01:48:16
521,John Jackson,douglaskelly@example.net,West Toddberg,NY,Silver,2025-10-28,2026-09-21T01:48:16
522,Richard King,joshua40@example.net,New Gregshire,WA,Bronze,2025-11-23,2026-09-21T01:48:16
523,Jeremy Morton,kimberly37@example.org,West Traceyberg,PA,Silver,2025-08-28,2026-09-21T01:48:16
524,Brittany Crawford,ptownsend@example.net,Barberburgh,IL,Bronze,2025-04-01,2026-09-21T01:48:16
525,Sarah Brown,karla10@example.org,Rossport,NJ,Platinum,2025-08-25,2026-09-21T01:48:16
526,Nicole Patel,yvega@example.com,Dustinchester,AL,Silver,2025-12-11,2026-09-21T01:48:16
527,Robert Reyes,suzanne01@example.net,Stephaniechester,RI,Silver,2025-07-20,2026-09-21T01:48:16
528,Shannon Rogers,leah49@example.com,Mejiabury,VA,Bronze,2025-04-25,2026-09-21T01:48:16
529,Patricia Meyer,lawrencesmith@example.org,North Roberthaven,CT,Silver,2026-03-31,2026-09-21T01:48:16
530,Heather Hardy,james09@example.org,New Dianeborough,PA,Silver,2025-11-28,2026-09-21T01:48:16
531,Michelle Wilson,nicholasgallagher@example.net,North Heather,KS,Bronze,2025-04-15,2026-09-21T01:48:16
532,Matthew Jones,rlivingston@example.com,Jonathanland,KY,Bronze,2025-05-22,2026-09-21T01:48:16
533,Janet Cook,scottlisa@example.org,Jonesborough,RI,Bronze,2026-06-04,2026-09-21T01:48:16
534,Matthew Rodriguez,probinson@example.org,Baldwinville,AZ,Bronze,2025-06-03,2026-09-21T01:48:16
535,Kenneth King,fsmith@example.org,North Elizabethview,FL,Bronze,2026-04-04,2026-09-21T01:48:16
536,Summer Andrews,zmendoza@example.net,New Jeremiahfurt,UT,Bronze,2025-07-19,2026-09-21T01:48:16
537,Karen Bradley,mathew46@example.org,West Amandamouth,CO,Gold,2025-11-11,2026-09-21T01:48:16
538,Paige Roberts,gregorywilliams@example.com,West Heather,MH,Silver,2025-05-13,2026-09-21T01:48:16
539,Michael Tucker,imoss@example.org,North Jennifer,OR,Bronze,2026-09-14,2026-09-21T01:48:16
540,James Sparks,victor70@example.org,Brianton,MO,Bronze,2025-04-30,2026-09-21T01:48:16
541,Robert Contreras,ibentley@example.org,North Benjamin,FL,Gold,2026-08-02,2026-09-21T01:48:16
542,Alec Meadows DDS,jacquelineanderson@example.org,West Loriville,NH,Silver,2026-06-09,2026-09-21T01:48:16
543,Sara Brown,wilsonbrooke@example.net,North Linda,NE,Silver,2026-08-14,2026-09-21T01:48:16
544,Russell Rojas,rnguyen@example.net,West Mary,WY,Bronze,2026-06-27,2026-09-21T01:48:16
545,Angel Thompson,martinezdonald@example.com,Lake Mitchell,GA,Bronze,2025-06-20,2026-09-21T01:48:16
546,Timothy Williams,moodycrystal@example.com,North Nichole,CO,Bronze,2025-08-28,2026-09-21T01:48:16
547,Christopher Davis,robert72@example.org,Jasonfort,MO,Silver,2026-01-05,2026-09-21T01:48:29
548,Todd Bishop,carlsonjennifer@example.net,Lake Margaretport,MI,Bronze,2026-02-25,2026-09-21T01:48:16
549,Justin Lee,montgomerymichelle@example.net,South Kaylee,TN,Bronze,2026-01-25,2026-09-21T01:48:16
550,Anthony Rodriguez,ginaschmitt@example.com,Thompsonton,AR,Silver,2026-06-13,2026-09-21T01:48:29
551,Dominique Hamilton,christina70@example.org,New Gregorytown,NM,Gold,2025-07-25,2026-09-21T01:48:16
552,Andrea Young,uwatkins@example.com,Lake Erica,MD,Bronze,2025-11-05,2026-09-21T01:48:16
553,Brian Perez,joankane@example.com,North Thomas,NM,Bronze,2025-11-18,2026-09-21T01:48:16
554,Jeffrey Robinson,xthompson@example.org,Cortezstad,KY,Bronze,2026-07-07,2026-09-21T01:48:16
555,Cameron Schwartz,ramirezdaniel@example.com,Barnesmouth,IN,Bronze,2025-07-05,2026-09-21T01:48:16
556,Lindsey Clarke,belindatran@example.org,South Melodyfort,VI,Silver,2026-02-13,2026-09-21T01:48:16
557,Leslie Hood MD,pfitzgerald@example.org,Ryanbury,MH,Platinum,2026-04-17,2026-09-21T01:48:16
558,Theresa Mcintyre,butlerbradley@example.com,South Amandafort,AS,Bronze,2026-07-28,2026-09-21T01:48:16
559,Samantha Chavez,christophermullins@example.net,New Roberttown,CO,Bronze,2025-06-25,2026-09-21T01:48:29
560,Matthew Davis,kcaldwell@example.net,Hodgeshire,AK,Silver,2025-07-06,2026-09-21T01:48:16
561,Julie Taylor,xlopez@example.net,Padillatown,VI,Gold,2026-04-15,2026-09-21T01:48:16
562,Janice Vazquez,phillipskaren@example.net,Port Gail,RI,Silver,2025-05-30,2026-09-21T01:48:16
563,Nancy Brown,pamela16@example.com,Harveystad,MN,Silver,2026-03-02,2026-09-21T01:48:16
564,Justin Jones,devonrogers@example.net,Lake Timothyshire,VI,Bronze,2026-05-24,2026-09-21T01:48:16
565,Christine Mcgee,lukehurst@example.net,Ramirezland,MN,Gold,2026-06-06,2026-09-21T01:48:16
566,John Rose,harrisonamanda@example.net,Port Keith,CO,Platinum,2025-05-21,2026-09-21T01:48:29
567,Melissa Spence,lopeznicole@example.org,South Rachaelport,CA,Bronze,2026-02-12,2026-09-21T01:48:16
568,Donald Terry,nhernandez@example.net,West Robertside,DC,Bronze,2026-08-31,2026-09-21T01:48:16
569,Jason Rojas,carterbryan@example.org,Robertmouth,SD,Bronze,2026-08-05,2026-09-21T01:48:16
570,Erin Watkins,kellis@example.org,Georgeview,IN,Bronze,2025-07-18,2026-09-21T01:48:16
571,Dr. Randy Williams,justin29@example.org,Thomasberg,IA,Bronze,2026-04-10,2026-09-21T01:48:29
572,Summer Bauer,johnwilliams@example.com,South Jorge,HI,Silver,2026-01-09,2026-09-21T01:48:16
573,Michael Wade,earl78@example.org,Davidtown,MO,Gold,2026-06-12,2026-09-21T01:48:16
574,Patricia Gould,eric88@example.com,Thomasport,WV,Silver,2025-04-25,2026-09-21T01:48:16
575,Ms. Bridget Cunningham,hmorgan@example.net,Robinsonshire,KY,Bronze,2025-12-28,2026-09-21T01:48:29
576,Elizabeth Morales,seandavis@example.org,New Alicia,WY,Silver,2026-01-03,2026-09-21T01:48:16
577,Diana Johnson,frhodes@example.net,Leemouth,PA,Gold,2026-02-09,2026-09-21T01:48:16
578,Terri Kerr,raymond65@example.com,Alexanderstad,MI,Bronze,2026-03-24,2026-09-21T01:48:16
579,Jeremy Hoffman,jessicawallace@example.com,Robertschester,VA,Silver,2025-08-23,2026-09-21T01:48:16
580,Brenda Matthews,thomaskevin@example.net,Carlshire,WV,Bronze,2026-05-14,2026-09-21T01:48:16
581,Aaron Fowler,robert87@example.net,East Jacob,MS,Bronze,2025-04-30,2026-09-21T01:48:16
582,John Carson,mary47@example.net,Walkertown,FL,Bronze,2025-11-05,2026-09-21T01:48:16
583,Tyler Flowers,qmartinez@example.com,Whitebury,AK,Bronze,2026-07-07,2026-09-21T01:48:16
584,Donald Gamble,georgemichael@example.com,Oneillfort,UT,Bronze,2026-04-12,2026-09-21T01:48:16
585,Jacqueline Quinn,brucefrancisco@example.org,West Steven,UT,Silver,2026-02-25,2026-09-21T01:48:16
586,Christopher Nelson,wfields@example.org,Kellyland,NY,Gold,2025-06-24,2026-09-21T01:48:16
587,Mark Duran,amybrennan@example.net,Josephstad,CT,Bronze,2025-09-05,2026-09-21T01:48:16
588,Heather Thomas,aprilwatson@example.com,Petersonburgh,CT,Silver,2025-05-19,2026-09-21T01:48:16
589,Jonathan Decker,butlersabrina@example.org,North Timothy,ME,Bronze,2026-01-02,2026-09-21T01:48:16
590,Brenda Ramos,gerald40@example.net,East Davidberg,UT,Bronze,2026-06-07,2026-09-21T01:48:16
591,Calvin Anderson,colemankathryn@example.org,North Kimchester,AZ,Bronze,2026-06-25,2026-09-21T01:48:16
592,Andrew Keller,harrisonrebekah@example.org,Michaelview,UT,Silver,2025-11-05,2026-09-21T01:48:29
593,Lance Matthews,jackbell@example.org,Port Julie,KY,Bronze,2025-07-24,2026-09-21T01:48:16
594,Hannah Martin,williamjones@example.net,New Jayborough,LA,Bronze,2025-07-21,2026-09-21T01:48:16
595,Paul Smith,glasssamantha@example.net,Richardsonshire,HI,Bronze,2026-08-10,2026-09-21T01:48:16
596,Tyler White,tina63@example.net,South Daniel,MD,Bronze,2026-02-08,2026-09-21T01:48:16
597,Brian Taylor,janet80@example.org,Tristanfurt,LA,Platinum,2026-05-08,2026-09-21T01:48:16
598,Noah Mcdaniel,aperez@example.com,Lopezland,MH,Bronze,2025-05-25,2026-09-21T01:48:16
599,Karen Shelton,alexandercraig@example.net,South Samuelland,DE,Gold,2026-02-01,2026-09-21T01:48:16
600,James Garza,figueroapatricia@example.org,West Theresamouth,ID,Silver,2025-08-17,2026-09-21T01:48:16
